constructorId,constructorName,constructorScore,hex_code
9,Red Bull,2318.965161473643,#3671C6
1,McLaren,2234.195033163575,#FF8100
6,Ferrari,2151.6119858333273,#E80020
131,Mercedes,2120.904251414468,#25F4D2
117,Aston Martin,1930.209978719627,#219971
210,Haas F1 Team,1703.7544578971983,#B6BABD
214,Alpine F1 Team,1669.765243534314,#0293CC
215,RB F1 Team,1659.1449945572683,#6692FF
3,Williams,1620.2973805138456,#63C4FF
15,Sauber,1385.6688765649217,#51E251
