constructorId,constructorName,hex_code,conScoreChange,baseline
210,Haas F1 Team,#B6BABD,84.04473807736508,0
1,McLaren,#FF8100,75.87294366267201,0
215,RB F1 Team,#6692FF,42.51284395979542,0
6,Ferrari,#E80020,39.86496951486197,0
131,Mercedes,#25F4D2,-1.0142161182750442,0
3,Williams,#63C4FF,-16.245396292874602,0
214,Alpine F1 Team,#0293CC,-32.9030209562311,0
9,Red Bull,#3671C6,-65.58780888573892,0
117,Aston Martin,#219971,-68.04882809223977,0
15,Sauber,#51E251,-112.62723367475519,0
