year,round,date,constructorId,driverId,mapPosition,mapPoints,status,constructorScore,driverScore,expected,actual,driverName
1960,4,1960-06-06,32,373,16,0.0,constructor retirement,1475.7028490342118,1500.0,0.0,0.0,Jim Clark
1960,5,1960-06-19,32,373,5,10.0,finished,1440.0101730961512,1549.787736154541,3.4768258118594115,6.0,Jim Clark
1960,6,1960-07-03,32,373,5,10.0,finished,1459.5300830356869,1585.8868883654063,4.17054447325166,6.0,Jim Clark
1960,7,1960-07-16,32,373,16,0.0,finished,1486.029828634956,1514.1231254857194,6.819022534539625,1.0,Jim Clark
1960,8,1960-08-14,32,373,3,15.0,finished,1490.2542765315704,1609.4639475728998,2.6514321005117183,7.0,Jim Clark
1960,10,1960-11-20,32,373,16,0.0,finished,1500.066906045551,1544.2077790177186,7.622058318283726,2.0,Jim Clark
1961,1,1961-05-14,172,373,10,1.0,finished,1498.161012372742,1521.0967389603873,5.52260655954629,4.0,Jim Clark
1961,2,1961-05-22,172,373,3,15.0,finished,1518.1574047591976,1613.034132557903,5.477034568871032,12.0,Jim Clark
1961,3,1961-06-18,172,373,12,0.0,finished,1449.482051386035,1542.6426379544532,5.280813291773543,1.0,Jim Clark
1961,4,1961-07-02,172,373,3,15.0,finished,1459.7919562736702,1627.5921098823096,5.972828170397004,12.0,Jim Clark
1961,5,1961-07-15,172,373,20,0.0,constructor retirement,1450.4902325062117,1627.5921098823096,0.0,0.0,Jim Clark
1961,6,1961-08-06,172,373,4,12.0,finished,1471.79691460229,1706.8967509695565,7.765709190191464,15.0,Jim Clark
1961,7,1961-09-10,172,373,19,0.0,driver retirement,1433.248260427169,1623.1342176571034,8.791952502719937,2.0,Jim Clark
1961,8,1961-10-08,172,373,7,6.0,finished,1427.3741104932285,1629.664286062137,5.60287810648236,6.0,Jim Clark
1962,1,1962-05-20,172,373,9,2.0,finished,1397.1084052416595,1599.082510315533,6.169779435894592,4.0,Jim Clark
1962,2,1962-06-03,172,373,10,1.0,constructor retirement,1385.6167480571166,1599.082510315533,0.0,0.0,Jim Clark
1962,3,1962-06-17,172,373,1,25.0,finished,1376.0312265232692,1708.3983683373922,4.906024457409636,11.0,Jim Clark
1962,4,1962-07-08,172,373,11,0.0,constructor retirement,1362.684588961935,1708.3983683373922,0.0,0.0,Jim Clark
1962,5,1962-07-21,172,373,1,25.0,finished,1373.2645608686362,1810.1918476315152,7.261869107322493,15.0,Jim Clark
1962,6,1962-08-05,172,373,4,12.0,finished,1360.6913346431136,1871.9862526602308,11.423523029093358,18.0,Jim Clark
1962,7,1962-09-16,172,373,16,0.0,constructor retirement,1341.7140913385158,1871.9862526602308,0.0,0.0,Jim Clark
1962,8,1962-10-07,172,373,1,25.0,finished,1357.9251204473576,1964.4494528808937,6.9083193649710894,13.0,Jim Clark
1962,9,1962-12-29,172,373,13,0.0,constructor retirement,1358.6041089787282,1964.4494528808937,0.0,0.0,Jim Clark
1963,1,1963-05-26,172,373,8,4.0,constructor retirement,1361.2134327608844,1964.4494528808937,0.0,0.0,Jim Clark
1963,2,1963-06-09,172,373,1,25.0,finished,1443.8058406443204,2047.0418607643296,5.814330037802758,10.0,Jim Clark
1963,3,1963-06-23,172,373,1,25.0,finished,1466.978262227145,2116.0044829119893,7.155575775321607,11.0,Jim Clark
1963,4,1963-06-30,172,373,1,25.0,finished,1492.4074033066925,2177.65706655864,6.875531612713861,10.0,Jim Clark
1963,5,1963-07-20,172,373,1,25.0,finished,1523.2111129703762,2229.7569291020395,8.831580500857415,12.0,Jim Clark
1963,6,1963-08-04,172,373,2,18.0,finished,1551.918957825003,2260.900604935893,14.159026195949387,17.0,Jim Clark
1963,7,1963-09-08,172,373,1,25.0,finished,1548.655064133724,2296.306842683923,14.770188770305657,18.0,Jim Clark
1963,8,1963-10-06,172,373,3,15.0,finished,1541.6061148932888,2289.257893443488,5.250061756277503,5.0,Jim Clark
1963,9,1963-10-27,172,373,1,25.0,finished,1593.944279426936,2341.596057977135,7.347573599328867,10.0,Jim Clark
1963,10,1963-12-28,172,373,1,25.0,finished,1623.7908169772788,2377.6245026028896,11.443778971372844,14.0,Jim Clark
1964,1,1964-05-10,172,373,4,12.0,constructor retirement,1676.643628738238,2377.6245026028896,0.0,0.0,Jim Clark
1964,2,1964-05-24,172,373,1,25.0,finished,1740.6311459574736,2417.737116914993,9.560577261750272,12.0,Jim Clark
1964,3,1964-06-14,172,373,1,25.0,finished,1720.034667269803,2446.057435810108,5.995335554322403,7.0,Jim Clark
1964,4,1964-06-28,172,373,13,0.0,constructor retirement,1774.152662233295,2446.057435810108,0.0,0.0,Jim Clark
1964,5,1964-07-11,172,373,1,25.0,finished,1793.2857427339782,2472.4537551804096,13.859633175838267,16.0,Jim Clark
1964,6,1964-08-02,172,373,16,0.0,constructor retirement,1777.6267837126866,2472.4537551804096,0.0,0.0,Jim Clark
1964,7,1964-08-23,172,373,12,0.0,constructor retirement,1777.6267837126866,2472.4537551804096,0.0,0.0,Jim Clark
1964,8,1964-09-06,172,373,15,0.0,constructor retirement,1814.8022587346693,2472.4537551804096,0.0,0.0,Jim Clark
1964,9,1964-10-04,172,373,7,6.0,constructor retirement,1784.697484401958,2472.4537551804096,0.0,0.0,Jim Clark
1964,9,1964-10-04,172,373,7,6.0,constructor retirement,1784.697484401958,2472.4537551804096,0.0,0.0,Jim Clark
1964,10,1964-10-25,172,373,5,10.0,constructor retirement,1810.433446961329,2472.4537551804096,0.0,0.0,Jim Clark
1965,1,1965-01-01,172,373,1,25.0,finished,1785.9142782386489,2493.102916266148,18.802410553418333,21.0,Jim Clark
1965,1,1965-01-01,66,328,6,8.0,finished,1854.377907938839,1549.9940658837645,10.67937553871131,16.0,Jackie Stewart
1965,2,1965-05-30,66,328,3,15.0,finished,1904.7154718784195,1607.7063608310866,4.367698036165025,7.0,Jackie Stewart
1965,3,1965-06-13,172,373,1,25.0,finished,1741.3049380562622,2523.881690930126,10.972226084074324,13.0,Jim Clark
1965,3,1965-06-13,66,328,2,18.0,finished,1913.678788961455,1690.023514750582,6.576763390566457,12.0,Jackie Stewart
1965,4,1965-06-27,172,373,1,25.0,finished,1744.2608224549065,2559.922101214353,6.538817146826782,8.0,Jim Clark
1965,4,1965-06-27,66,328,2,18.0,finished,1932.534593054246,1768.3890659554402,3.822833069963184,7.0,Jackie Stewart
1965,5,1965-07-10,172,373,1,25.0,finished,1751.2014919682133,2586.4368538657964,12.11877617808636,14.0,Jim Clark
1965,5,1965-07-10,66,328,5,10.0,finished,1934.645077266813,1789.878653977172,8.475312010599046,10.0,Jackie Stewart
1965,6,1965-07-18,172,373,1,25.0,finished,1759.626689819257,2614.219093443986,10.310441039339388,12.0,Jim Clark
1965,6,1965-07-18,66,328,2,18.0,finished,1968.03703992628,1855.314676213227,7.02055056044847,11.0,Jackie Stewart
1965,7,1965-08-01,172,373,1,25.0,finished,1785.488816763293,2640.081220388022,7.82040858701126,9.0,Jim Clark
1965,7,1965-08-01,66,328,10,1.0,constructor retirement,1941.4492041094304,1855.314676213227,0.0,0.0,Jackie Stewart
1965,8,1965-09-12,66,328,1,25.0,finished,1982.658254719349,1922.8258417522552,5.26290137361346,8.0,Jackie Stewart
1965,8,1965-09-12,172,373,10,1.0,constructor retirement,1785.488816763293,2640.081220388022,0.0,0.0,Jim Clark
1965,9,1965-10-03,66,328,16,0.0,constructor retirement,2015.446938280432,1922.8258417522552,0.0,0.0,Jackie Stewart
1965,9,1965-10-03,172,373,17,0.0,constructor retirement,1718.7740603016978,2640.081220388022,0.0,0.0,Jim Clark
1965,10,1965-10-24,172,373,10,1.0,constructor retirement,1752.101611334241,2640.081220388022,0.0,0.0,Jim Clark
1965,10,1965-10-24,66,328,12,0.0,constructor retirement,2015.446938280432,1922.8258417522552,0.0,0.0,Jackie Stewart
1966,1,1966-05-22,66,328,1,25.0,finished,1990.5850279342708,1998.468223152635,1.8499643545561275,3.0,Jackie Stewart
1966,1,1966-05-22,172,373,5,10.0,constructor retirement,1752.101611334241,2640.081220388022,0.0,0.0,Jim Clark
1966,2,1966-06-12,66,328,7,6.0,driver retirement,1922.7708547182,1955.8749441873772,8.37442586089479,6.0,Jackie Stewart
1966,2,1966-06-12,172,373,11,0.0,constructor retirement,1752.101611334241,2640.081220388022,0.0,0.0,Jim Clark
1966,4,1966-07-16,172,373,4,12.0,finished,1710.4327745947285,2598.412383648509,9.111719500252722,7.0,Jim Clark
1966,4,1966-07-16,66,328,14,0.0,constructor retirement,1904.7716115468188,1955.8749441873772,0.0,0.0,Jackie Stewart
1966,5,1966-07-24,172,373,3,15.0,finished,1696.7764782115655,2584.756087265346,8.69208237210543,8.0,Jim Clark
1966,5,1966-07-24,66,328,4,12.0,finished,1926.0541243621467,1960.194487623575,6.7810914625855805,7.0,Jackie Stewart
1966,6,1966-08-07,66,328,5,10.0,finished,1913.637629275786,1941.3797830771969,5.8581530811001725,5.0,Jackie Stewart
1966,6,1966-08-07,172,373,10,1.0,driver retirement,1574.388449552434,2462.3680586062146,7.582211701741897,2.0,Jim Clark
1966,7,1966-09-04,176,373,11,0.0,constructor retirement,1423.3595322405854,2462.3680586062146,0.0,0.0,Jim Clark
1966,7,1966-09-04,66,328,16,0.0,constructor retirement,1904.50032218528,1941.3797830771969,0.0,0.0,Jackie Stewart
1966,8,1966-10-02,176,373,1,25.0,finished,1460.761351516079,2499.7698778817085,4.0522635464635695,5.0,Jim Clark
1966,8,1966-10-02,66,328,10,1.0,constructor retirement,1904.50032218528,1941.3797830771969,0.0,0.0,Jackie Stewart
1966,9,1966-10-23,176,373,9,2.0,constructor retirement,1417.172227151539,2499.7698778817085,0.0,0.0,Jim Clark
1966,9,1966-10-23,66,328,13,0.0,constructor retirement,1904.50032218528,1941.3797830771969,0.0,0.0,Jackie Stewart
1967,1,1967-01-02,176,373,7,6.0,constructor retirement,1299.8367723060687,2499.7698778817085,0.0,0.0,Jim Clark
1967,1,1967-01-02,66,328,10,1.0,constructor retirement,1904.50032218528,1941.3797830771969,0.0,0.0,Jackie Stewart
1967,2,1967-05-07,172,373,11,0.0,constructor retirement,1509.4524522811278,2499.7698778817085,0.0,0.0,Jim Clark
1967,2,1967-05-07,66,328,12,0.0,constructor retirement,1839.35311719947,1941.3797830771969,0.0,0.0,Jackie Stewart
1967,3,1967-06-04,180,373,1,25.0,finished,1431.9114621859767,2551.053141116788,7.401034550421747,10.0,Jim Clark
1967,3,1967-06-04,66,328,16,0.0,constructor retirement,1792.2500340592012,1941.3797830771969,0.0,0.0,Jackie Stewart
1967,4,1967-06-18,66,328,2,18.0,finished,1819.763014535718,1989.2652393281169,5.815907673685764,8.0,Jackie Stewart
1967,4,1967-06-18,180,373,6,8.0,finished,1360.373772057236,2479.5154509880467,7.2628888244001235,4.0,Jim Clark
1967,5,1967-07-02,66,328,3,15.0,finished,1796.63595267437,1966.1381774667689,2.4688191112361846,2.0,Jackie Stewart
1967,5,1967-07-02,180,373,9,2.0,constructor retirement,1360.373772057236,2479.5154509880467,0.0,0.0,Jim Clark
1967,6,1967-07-15,180,373,1,25.0,finished,1416.8399505519792,2535.98162948279,6.424534361739762,9.0,Jim Clark
1967,6,1967-07-15,66,328,17,0.0,constructor retirement,1777.6009756457045,1966.1381774667689,0.0,0.0,Jackie Stewart
1967,7,1967-08-06,180,373,12,0.0,constructor retirement,1482.15409360187,2535.98162948279,0.0,0.0,Jim Clark
1967,7,1967-08-06,66,328,13,0.0,constructor retirement,1738.5819483817777,1966.1381774667689,0.0,0.0,Jackie Stewart
1967,8,1967-08-27,180,373,13,0.0,constructor retirement,1470.3377146877615,2535.98162948279,0.0,0.0,Jim Clark
1967,8,1967-08-27,66,328,15,0.0,constructor retirement,1728.0106051426094,1966.1381774667689,0.0,0.0,Jackie Stewart
1967,9,1967-09-10,180,373,3,15.0,finished,1463.177308159657,2528.8212229546857,5.254015708016106,5.0,Jim Clark
1967,9,1967-09-10,66,328,11,0.0,constructor retirement,1726.091279236314,1966.1381774667689,0.0,0.0,Jackie Stewart
1967,10,1967-10-01,180,373,1,25.0,finished,1523.0478608353776,2581.1743594535646,4.408088904398321,6.0,Jim Clark
1967,10,1967-10-01,66,328,13,0.0,constructor retirement,1726.091279236314,1966.1381774667689,0.0,0.0,Jackie Stewart
1967,11,1967-10-22,180,373,1,25.0,finished,1563.813056009958,2621.939554628145,7.140668233482846,9.0,Jim Clark
1967,11,1967-10-22,66,328,17,0.0,constructor retirement,1743.9895809021134,1966.1381774667689,0.0,0.0,Jackie Stewart
1968,1,1968-01-01,180,373,1,25.0,finished,1610.1162764455885,2655.5520074771207,7.466910287930341,9.0,Jim Clark
1968,1,1968-01-01,196,328,10,1.0,constructor retirement,1544.3294341079827,1966.1381774667689,0.0,0.0,Jackie Stewart
1968,4,1968-06-09,196,328,4,12.0,constructor retirement,1511.0174728765628,1966.1381774667689,0.0,0.0,Jackie Stewart
1968,5,1968-06-23,196,328,1,25.0,finished,1593.1603878060232,2048.281092396229,7.0045316691169655,12.0,Jackie Stewart
1968,6,1968-07-07,196,328,3,15.0,finished,1619.9667211030062,2075.087425693212,8.369790149677927,10.0,Jackie Stewart
1968,7,1968-07-20,196,328,6,8.0,finished,1545.9280799316052,2001.048784521811,4.626523757259646,2.0,Jackie Stewart
1968,8,1968-08-04,196,328,1,25.0,finished,1626.6681413242725,2081.788845914478,9.453127068159512,16.0,Jackie Stewart
1968,9,1968-09-08,196,328,12,0.0,constructor retirement,1729.0209372170184,2081.788845914478,0.0,0.0,Jackie Stewart
1968,10,1968-09-22,196,328,6,8.0,finished,1652.6318273504387,2003.238426606524,4.786579267134658,2.0,Jackie Stewart
1968,11,1968-10-06,196,328,1,25.0,finished,1741.9101145627417,2092.5167138188267,3.285299305560752,6.0,Jackie Stewart
1968,12,1968-11-03,196,328,7,6.0,finished,1641.145572914007,1991.752172170092,6.085287023755779,2.0,Jackie Stewart
1969,1,1969-03-01,196,328,1,25.0,finished,1678.0347132816655,2071.6051552857048,4.167212229683325,7.0,Jackie Stewart
1969,2,1969-05-04,196,328,1,25.0,finished,1762.4532076513713,2152.990136022689,4.11286455278197,7.0,Jackie Stewart
1969,3,1969-05-18,196,328,8,4.0,constructor retirement,1762.4532076513713,2152.990136022689,0.0,0.0,Jackie Stewart
1969,4,1969-06-21,196,328,1,25.0,finished,1815.9967243369529,2206.5336527082704,6.557839204787586,9.0,Jackie Stewart
1969,5,1969-07-06,196,328,1,25.0,finished,1879.130406674033,2248.905005056398,6.282142377720396,8.0,Jackie Stewart
1969,6,1969-07-19,196,328,1,25.0,finished,1851.123099320403,2280.54675251595,7.556795669744643,9.0,Jackie Stewart
1969,7,1969-08-03,196,328,2,18.0,finished,1849.6082490249275,2279.0319022204744,5.046062321282219,5.0,Jackie Stewart
1969,8,1969-09-07,196,328,1,25.0,finished,1895.9716523809343,2318.310112621805,4.8056604984002345,6.0,Jackie Stewart
1969,9,1969-09-20,196,328,8,4.0,driver retirement,1864.9507614122456,2194.0822323232032,7.666128743823871,2.0,Jackie Stewart
1969,10,1969-10-05,196,328,8,4.0,constructor retirement,1864.9507614122456,2194.0822323232032,0.0,0.0,Jackie Stewart
1969,11,1969-10-19,196,328,4,12.0,finished,1855.1092633843575,2173.8481821139403,8.025433915112778,7.0,Jackie Stewart
1970,1,1970-03-07,37,328,3,15.0,finished,1481.670759253857,2187.1361861711503,8.259240395677196,9.0,Jackie Stewart
1970,2,1970-04-19,37,328,1,25.0,finished,1533.0895857674216,2236.625933400058,8.24112023013501,11.0,Jackie Stewart
1970,3,1970-05-10,37,328,10,1.0,constructor retirement,1512.0561171415447,2236.625933400058,0.0,0.0,Jackie Stewart
1970,4,1970-06-07,37,328,9,2.0,constructor retirement,1598.7173702950136,2236.625933400058,0.0,0.0,Jackie Stewart
1970,5,1970-06-21,37,328,2,18.0,finished,1619.556428708176,2264.7662154000886,12.71822256086255,15.0,Jackie Stewart
1970,6,1970-07-05,37,328,9,2.0,finished,1606.0625052755454,2206.2000334219497,12.748886053593528,8.0,Jackie Stewart
1970,7,1970-07-18,32,224,8,4.0,finished,1558.761581434198,1493.0747267699094,3.350963349804605,3.0,Emerson Fittipaldi
1970,7,1970-07-18,37,328,13,0.0,constructor retirement,1608.0301128248002,2206.2000334219497,0.0,0.0,Jackie Stewart
1970,8,1970-08-02,32,224,4,12.0,finished,1601.4694854542745,1544.2797707184138,4.404998596593428,7.0,Emerson Fittipaldi
1970,8,1970-08-02,37,328,13,0.0,constructor retirement,1568.3794623287204,2206.2000334219497,0.0,0.0,Jackie Stewart
1970,9,1970-08-16,32,224,14,0.0,finished,1518.5590932705904,1461.3693785347298,7.302677455663046,1.0,Emerson Fittipaldi
1970,9,1970-08-16,37,328,16,0.0,constructor retirement,1542.075636879077,2206.2000334219497,0.0,0.0,Jackie Stewart
1970,10,1970-09-06,37,328,2,18.0,finished,1560.500652815758,2235.795862145727,8.350136387628883,10.0,Jackie Stewart
1970,10,1970-09-06,32,224,9,2.0,misc retirement,1518.5590932705904,1461.3693785347298,0.0,0.0,Emerson Fittipaldi
1970,11,1970-09-20,25,328,11,0.0,constructor retirement,1500.0,2235.795862145727,0.0,0.0,Jackie Stewart
1970,12,1970-10-04,32,224,1,25.0,finished,1570.523963390158,1580.0223351581635,6.378929411225897,16.0,Emerson Fittipaldi
1970,12,1970-10-04,25,328,16,0.0,constructor retirement,1500.0,2235.795862145727,0.0,0.0,Jackie Stewart
1970,13,1970-10-25,25,328,10,1.0,constructor retirement,1500.0,2235.795862145727,0.0,0.0,Jackie Stewart
1970,13,1970-10-25,32,224,18,0.0,constructor retirement,1570.523963390158,1580.0223351581635,0.0,0.0,Emerson Fittipaldi
1971,1,1971-03-06,25,328,2,18.0,finished,1480.9222507618592,2268.5659610908942,9.841033225371252,12.0,Jackie Stewart
1971,1,1971-03-06,180,224,14,0.0,constructor retirement,1609.0215308381066,1580.0223351581635,0.0,0.0,Emerson Fittipaldi
1971,2,1971-04-18,25,328,1,25.0,finished,1516.6004823544745,2317.7262987311783,7.508621508131635,10.0,Jackie Stewart
1971,2,1971-04-18,180,224,17,0.0,constructor retirement,1609.0215308381066,1580.0223351581635,0.0,0.0,Emerson Fittipaldi
1971,3,1971-05-23,25,328,1,25.0,finished,1498.8881369264072,2355.24119758464,13.767953837493105,17.0,Jackie Stewart
1971,3,1971-05-23,180,224,4,12.0,finished,1662.2133534416032,1633.2141577616603,8.417329344431504,13.0,Emerson Fittipaldi
1971,4,1971-06-20,25,328,11,0.0,finished,1434.8124138459775,2259.082931968356,12.797070444055343,5.0,Jackie Stewart
1971,5,1971-07-04,25,328,1,25.0,finished,1521.1745547728597,2304.416265786583,9.243082576059356,12.0,Jackie Stewart
1971,5,1971-07-04,180,224,3,15.0,finished,1751.8055244436655,1685.61794344462,6.813097611371469,10.0,Emerson Fittipaldi
1971,6,1971-07-17,25,328,1,25.0,finished,1522.0336987846106,2335.7025561792702,10.09734445165853,12.0,Jackie Stewart
1971,6,1971-07-17,180,224,3,15.0,finished,1789.3615996492274,1723.1740186501818,7.716051536730171,10.0,Emerson Fittipaldi
1971,7,1971-08-01,25,328,1,25.0,finished,1594.0411650557808,2368.8730658038244,14.142238907288288,17.0,Jackie Stewart
1971,7,1971-08-01,180,224,16,0.0,constructor retirement,1764.42502774096,1723.1740186501818,0.0,0.0,Emerson Fittipaldi
1971,8,1971-08-15,180,224,2,18.0,finished,1787.7057025823815,1762.6485677505536,7.799432386796562,10.0,Emerson Fittipaldi
1971,8,1971-08-15,25,328,13,0.0,constructor retirement,1594.0411650557808,2368.8730658038244,0.0,0.0,Jackie Stewart
1971,8,1971-08-15,200,182,22,0.0,constructor retirement,1503.528284357559,1500.0,0.0,0.0,Niki Lauda
1971,9,1971-09-05,201,224,8,4.0,finished,1366.8064758681955,1701.645420732204,6.091555829617812,3.0,Emerson Fittipaldi
1971,9,1971-09-05,25,328,12,0.0,constructor retirement,1645.0355206688962,2368.8730658038244,0.0,0.0,Jackie Stewart
1971,10,1971-09-19,25,328,1,25.0,finished,1684.126351355527,2396.529929831978,17.196776120764223,20.0,Jackie Stewart
1971,10,1971-09-19,180,224,7,6.0,finished,1812.505321862753,1716.30109663617,12.514540888709671,14.0,Emerson Fittipaldi
1971,11,1971-10-03,25,328,5,10.0,finished,1711.831057832615,2368.1127379383984,14.30423090096746,12.0,Jackie Stewart
1971,11,1971-10-03,180,224,18,0.0,misc retirement,1812.505321862753,1716.30109663617,0.0,0.0,Emerson Fittipaldi
1972,1,1972-01-23,25,328,1,25.0,finished,1735.9272825423805,2392.208962648164,10.534603653463682,12.0,Jackie Stewart
1972,1,1972-01-23,37,182,11,0.0,finished,1584.0800893376752,1447.0931832073018,5.217493900754746,2.0,Niki Lauda
1972,1,1972-01-23,32,224,13,0.0,constructor retirement,1512.3882446436578,1716.30109663617,0.0,0.0,Emerson Fittipaldi
1972,2,1972-03-04,32,224,2,18.0,finished,1558.678454111593,1792.6201784456828,8.811605759727618,15.0,Emerson Fittipaldi
1972,2,1972-03-04,37,182,7,6.0,finished,1566.1257954384516,1485.8560000980758,6.8568857604665325,10.0,Niki Lauda
1972,2,1972-03-04,25,328,18,0.0,constructor retirement,1707.9391713469745,2392.208962648164,0.0,0.0,Jackie Stewart
1972,3,1972-05-01,32,224,1,25.0,finished,1601.5178470115136,1866.1001518765947,9.414203578247385,15.0,Emerson Fittipaldi
1972,3,1972-05-01,25,328,14,0.0,driver retirement,1569.7031489496292,2253.9729402508187,13.508418052034434,3.0,Jackie Stewart
1972,3,1972-05-01,37,182,26,0.0,constructor retirement,1546.0124693306725,1485.8560000980758,0.0,0.0,Niki Lauda
1972,4,1972-05-14,32,224,3,15.0,finished,1617.8646314724474,1911.588218700252,14.92839974511926,20.0,Emerson Fittipaldi
1972,4,1972-05-14,25,328,4,12.0,finished,1576.6430649114768,2260.9128562126666,18.22624806858899,19.0,Jackie Stewart
1972,4,1972-05-14,37,182,16,0.0,finished,1524.8933765698698,1450.2744298691644,9.967095399801725,6.0,Niki Lauda
1972,5,1972-06-04,32,224,1,25.0,finished,1614.0601673111005,1964.6226188592916,10.968433999003947,15.0,Emerson Fittipaldi
1972,5,1972-06-04,37,182,12,0.0,finished,1518.6913332166196,1416.7655630947904,6.547275119815732,4.0,Niki Lauda
1972,6,1972-07-02,25,328,1,25.0,finished,1683.6012065828806,2294.9536038824544,14.067264707156452,17.0,Jackie Stewart
1972,6,1972-07-02,32,224,2,18.0,finished,1598.0148461602453,2013.405885771938,11.797142590322592,16.0,Emerson Fittipaldi
1972,6,1972-07-02,37,182,25,0.0,constructor retirement,1515.017894527884,1416.7655630947904,0.0,0.0,Niki Lauda
1972,7,1972-07-15,32,224,1,25.0,finished,1652.0609679246948,2067.452007536388,11.617626670732694,16.0,Emerson Fittipaldi
1972,7,1972-07-15,25,328,2,18.0,finished,1651.785840731255,2310.708708770115,13.722484625993827,15.0,Jackie Stewart
1972,7,1972-07-15,37,182,9,2.0,finished,1523.5571154972115,1440.2594538166943,6.09497894133602,8.0,Niki Lauda
1972,8,1972-07-30,25,328,11,0.0,driver retirement,1579.5531575892535,2206.399348285838,12.92938300523753,5.0,Jackie Stewart
1972,8,1972-07-30,32,224,16,0.0,constructor retirement,1652.0609679246948,2067.452007536388,0.0,0.0,Emerson Fittipaldi
1972,8,1972-07-30,37,182,25,0.0,constructor retirement,1528.3992266047237,1440.2594538166943,0.0,0.0,Niki Lauda
1972,9,1972-08-13,32,224,1,25.0,finished,1700.3262494903906,2115.717289102083,9.82017623923574,13.0,Emerson Fittipaldi
1972,9,1972-08-13,25,328,7,6.0,finished,1540.6632555284518,2156.782882995541,10.2688427403137,7.0,Jackie Stewart
1972,9,1972-08-13,37,182,10,1.0,finished,1474.2486054452415,1426.3408101056257,4.916991107362055,4.0,Niki Lauda
1972,10,1972-09-10,32,224,1,25.0,finished,1735.2586379262048,2150.6496775378973,13.167479137986634,16.0,Emerson Fittipaldi
1972,10,1972-09-10,37,182,13,0.0,finished,1441.051097359323,1396.2797303188336,6.589872305006899,4.0,Niki Lauda
1972,10,1972-09-10,25,328,17,0.0,constructor retirement,1540.6632555284518,2156.782882995541,0.0,0.0,Jackie Stewart
1972,11,1972-09-24,25,328,1,25.0,finished,1594.0237560725272,2210.1433835396165,10.214068217329272,14.0,Jackie Stewart
1972,11,1972-09-24,32,224,11,0.0,finished,1649.7548080005392,2065.145847612232,11.066503573898554,5.0,Emerson Fittipaldi
1972,11,1972-09-24,37,182,20,0.0,driver retirement,1401.4412520545902,1350.9699375364091,4.214733422890495,1.0,Niki Lauda
1972,12,1972-10-08,25,328,1,25.0,finished,1648.4864089590887,2250.210429871604,13.548076969469498,17.0,Jackie Stewart
1972,12,1972-10-08,37,182,18,0.0,misc retirement,1409.058725454695,1350.9699375364091,0.0,0.0,Niki Lauda
1972,12,1972-10-08,32,224,20,0.0,constructor retirement,1639.4730722026495,2065.145847612232,0.0,0.0,Emerson Fittipaldi
1973,1,1973-01-28,32,224,1,25.0,finished,1713.7776937412411,2139.450469150824,4.987474946942262,8.0,Emerson Fittipaldi
1973,1,1973-01-28,25,328,3,15.0,finished,1694.7454421343152,2254.77410839464,5.814975224958177,6.0,Jackie Stewart
1973,1,1973-01-28,66,182,6,8.0,constructor retirement,1404.4918012349465,1350.9699375364091,0.0,0.0,Niki Lauda
1973,2,1973-02-11,32,224,1,25.0,finished,1760.3986029367188,2186.071378346301,8.401047884985216,11.0,Emerson Fittipaldi
1973,2,1973-02-11,25,328,2,18.0,finished,1663.3481261353047,2275.541102920733,8.84231291758404,10.0,Jackie Stewart
1973,2,1973-02-11,66,182,8,4.0,finished,1431.8864347071926,1372.1518779073729,2.8191811425982816,4.0,Niki Lauda
1973,3,1973-03-03,25,328,1,25.0,finished,1701.885466798961,2314.0784435843893,11.265772596761275,14.0,Jackie Stewart
1973,3,1973-03-03,32,224,3,15.0,finished,1720.4165083584887,2197.453960511078,11.192404884753737,12.0,Emerson Fittipaldi
1973,3,1973-03-03,66,182,15,0.0,constructor retirement,1407.134284361399,1372.1518779073729,0.0,0.0,Niki Lauda
1973,4,1973-04-29,32,224,1,25.0,finished,1756.9139717764492,2233.951423929039,8.965394468283245,11.0,Emerson Fittipaldi
1973,4,1973-04-29,25,328,14,0.0,constructor retirement,1763.835530268084,2314.0784435843893,0.0,0.0,Jackie Stewart
1973,4,1973-04-29,66,182,16,0.0,constructor retirement,1413.1719401218356,1372.1518779073729,0.0,0.0,Niki Lauda
1973,5,1973-05-20,25,328,1,25.0,finished,1806.6416214693525,2342.9910553833447,13.65559757683581,16.0,Jackie Stewart
1973,5,1973-05-20,32,224,3,15.0,finished,1731.5910167346235,2243.500619026055,13.225695821588772,14.0,Emerson Fittipaldi
1973,5,1973-05-20,66,182,5,10.0,finished,1461.0795767598502,1461.107234245593,4.7869832582786245,12.0,Niki Lauda
1973,6,1973-06-03,25,328,1,25.0,finished,1829.5248507568308,2376.7938903345776,7.458226814467572,9.0,Jackie Stewart
1973,6,1973-06-03,32,224,2,18.0,finished,1773.1454030171435,2267.72238858954,6.895226543187775,8.0,Emerson Fittipaldi
1973,6,1973-06-03,66,182,12,0.0,constructor retirement,1384.383836468593,1461.107234245593,0.0,0.0,Niki Lauda
1973,7,1973-06-17,25,328,5,10.0,finished,1824.146343648601,2337.7726602214684,11.570805155648442,9.0,Jackie Stewart
1973,7,1973-06-17,32,224,12,0.0,constructor retirement,1833.626742114006,2267.72238858954,0.0,0.0,Emerson Fittipaldi
1973,7,1973-06-17,66,182,13,0.0,finished,1356.3895471531048,1414.6864528811973,4.058303997974824,1.0,Niki Lauda
1973,8,1973-07-01,25,328,4,12.0,finished,1843.5788517046683,2329.7101862571467,14.694611709829871,14.0,Jackie Stewart
