year,round,date,constructorId,driverId,time,milliseconds,status,estPosition,estPoints,win,score
1995,13,1995-09-24,benetton,michael_schumacher,+7.248,6119393.0,finished,2,18,1.0,1780.1622647086795
1995,13,1995-09-24,ferrari,berger,+1:24.879,6197024.0,finished,4,12,1.0,1881.4124651540926
1995,13,1995-09-24,ferrari,alesi,+1:25.429,6197574.0,finished,5,10,0.0,1832.1786651530872
1995,13,1995-09-24,jordan,barrichello,\N,,+1 lap,11,0,0.0,1669.5414170407978
1995,14,1995-10-01,benetton,michael_schumacher,1:39:59.044,5999044.0,finished,1,25,1.0,1793.4775451211344
1995,14,1995-10-01,ferrari,alesi,+2.684,6001728.0,finished,2,18,1.0,1855.166265109141
1995,14,1995-10-01,jordan,barrichello,\N,,+1 lap,4,12,1.0,1682.8794232723633
1995,14,1995-10-01,ferrari,berger,\N,,electrical,19,0,0.0,1862.4248651980388
1995,15,1995-10-22,benetton,michael_schumacher,1:48:49.972,6529972.0,finished,1,25,1.0,1805.7817239381702
1995,15,1995-10-22,ferrari,berger,\N,,+1 lap,4,12,1.0,1880.1611041069223
1995,15,1995-10-22,ferrari,alesi,\N,,+1 lap,5,10,0.0,1841.4300262002575
1995,15,1995-10-22,jordan,barrichello,\N,,electrical,18,0,0.0,1662.6009956528906
1995,16,1995-10-29,benetton,michael_schumacher,1:36:52.930,5812930.0,finished,1,25,1.0,1816.5493744286978
1995,16,1995-10-29,ferrari,alesi,\N,,engine,16,0,1.0,1861.790842252492
1995,16,1995-10-29,ferrari,berger,\N,,electrical,18,0,0.0,1863.8002880546878
1995,16,1995-10-29,jordan,barrichello,\N,,spun off,19,0,0.0,1642.7780634623919
1995,17,1995-11-12,ferrari,berger,\N,,engine,13,0,1.0,1881.676905968448
1995,17,1995-11-12,benetton,michael_schumacher,\N,,collision,15,0,0.0,1792.0189434994047
1995,17,1995-11-12,ferrari,alesi,\N,,collision,16,0,0.0,1847.9142243387319
1995,17,1995-11-12,jordan,barrichello,\N,,spun off,18,0,0.0,1627.5620880735887
1996,1,1996-03-10,benetton,berger,+1:17.037,5647437.0,finished,4,12,1.0,1899.61532452279
1996,1,1996-03-10,ferrari,michael_schumacher,\N,,brakes,13,0,0.0,1767.7130243258102
1996,1,1996-03-10,jordan,barrichello,\N,,engine,15,0,1.0,1648.1744855883342
1996,1,1996-03-10,benetton,alesi,\N,,collision,18,0,0.0,1833.9758057843899
1996,2,1996-03-31,benetton,alesi,+17.982,6610958.0,finished,2,18,1.0,1857.9230819673232
1996,2,1996-03-31,ferrari,michael_schumacher,\N,,+1 lap,3,15,1.0,1780.8611628396739
1996,2,1996-03-31,jordan,barrichello,\N,,spun off,13,0,0.0,1634.5247331491225
1996,2,1996-03-31,benetton,berger,\N,,hydraulics,18,0,0.0,1879.6680483398566
1996,3,1996-04-07,benetton,alesi,+14.754,6910076.0,finished,3,15,1.0,1879.2551815209326
1996,3,1996-04-07,jordan,barrichello,+55.131,6950453.0,finished,4,12,1.0,1656.781745330287
1996,3,1996-04-07,benetton,berger,\N,,suspension,11,0,0.0,1862.3359487862472
1996,3,1996-04-07,ferrari,michael_schumacher,\N,,broken wing,12,0,0.0,1757.9955499473986
1996,4,1996-04-28,ferrari,michael_schumacher,+0.762,5607235.0,finished,2,18,1.0,1773.8081878492997
1996,4,1996-04-28,jordan,barrichello,+33.713,5640186.0,finished,5,10,1.0,1674.788491697474
1996,4,1996-04-28,benetton,berger,+1:21.061,5687534.0,finished,9,2,1.0,1883.3733705894247
1996,4,1996-04-28,benetton,alesi,\N,,collision,20,0,0.0,1862.2177597177551
1996,5,1996-05-05,ferrari,michael_schumacher,+16.460,5742616.0,finished,2,18,1.0,1786.4889875250137
1996,5,1996-05-05,benetton,berger,+46.891,5773047.0,finished,3,15,1.0,1900.6859103210415
1996,5,1996-05-05,jordan,barrichello,+1:18.490,5804646.0,finished,5,10,1.0,1692.620714010859
1996,5,1996-05-05,benetton,alesi,\N,,+1 lap,6,8,0.0,1848.9052199861383
1996,6,1996-05-19,benetton,alesi,\N,,suspension,9,2,1.0,1872.043472491509
1996,6,1996-05-19,benetton,berger,\N,,gearbox,13,0,0.0,1881.5476578156708
1996,6,1996-05-19,ferrari,michael_schumacher,\N,,spun off,17,0,0.0,1763.6607095982565
1996,6,1996-05-19,jordan,barrichello,\N,,spun off,18,0,0.0,1674.5843107997034
1996,7,1996-06-02,ferrari,michael_schumacher,1:59:49.307,7189307.0,finished,1,25,1.0,1779.5116767171291
1996,7,1996-06-02,benetton,alesi,+45.302,7234609.0,finished,2,18,1.0,1892.2267923908453
1996,7,1996-06-02,jordan,barrichello,\N,,differential,8,4,1.0,1692.925396388743
1996,7,1996-06-02,benetton,berger,\N,,spun off,9,2,0.0,1865.3643379163345
1996,8,1996-06-16,benetton,alesi,+54.656,5818056.0,finished,3,15,1.0,1910.5831949090318
1996,8,1996-06-16,benetton,berger,\N,,spun off,11,0,0.0,1851.007935398148
1996,8,1996-06-16,ferrari,michael_schumacher,\N,,halfshaft,12,0,1.0,1791.8242626116569
1996,8,1996-06-16,jordan,barrichello,\N,,clutch,16,0,0.0,1673.3168604913058
1996,9,1996-06-30,benetton,alesi,+46.442,5835642.0,finished,3,15,1.0,1925.2097927328582
1996,9,1996-06-30,benetton,berger,+46.859,5836059.0,finished,4,12,0.0,1840.3813375743216
1996,9,1996-06-30,jordan,barrichello,\N,,+1 lap,9,2,0.0,1657.6335347136871
1996,9,1996-06-30,ferrari,michael_schumacher,\N,,engine,22,0,0.0,1771.062893495378
1996,10,1996-07-14,benetton,berger,+19.026,5599900.0,finished,2,18,1.0,1865.4134767684643
1996,10,1996-07-14,jordan,barrichello,+66.716,5647590.0,finished,4,12,1.0,1677.1851020709928
1996,10,1996-07-14,benetton,alesi,\N,,brakes,12,0,0.0,1904.1776535387155
1996,10,1996-07-14,ferrari,michael_schumacher,\N,,hydraulics,20,0,0.0,1752.7536982868892
1996,11,1996-07-28,benetton,alesi,+11.452,4914869.0,finished,2,18,1.0,1921.8148494252189
1996,11,1996-07-28,ferrari,michael_schumacher,+41.517,4944934.0,finished,4,12,1.0,1770.8388125081285
1996,11,1996-07-28,jordan,barrichello,+102.099,5005516.0,finished,6,8,1.0,1695.7401147490455
1996,11,1996-07-28,benetton,berger,\N,,engine,13,0,0.0,1851.776280881961
1996,12,1996-08-11,benetton,alesi,+84.212,6465346.0,finished,3,15,1.0,1937.6149774948042
1996,12,1996-08-11,jordan,barrichello,\N,,+2 laps,6,8,1.0,1712.7411144686441
1996,12,1996-08-11,ferrari,michael_schumacher,\N,,throttle,9,2,1.0,1787.0147931324711
1996,12,1996-08-11,benetton,berger,\N,,engine,11,0,0.0,1839.9761528123756
1996,13,1996-08-25,ferrari,michael_schumacher,1:28:15.125,5295125.0,finished,1,25,1.0,1801.5970680027108
1996,13,1996-08-25,benetton,alesi,+19.125,5314250.0,finished,4,12,1.0,1950.285403583277
1996,13,1996-08-25,benetton,berger,+29.896,5325021.0,finished,6,8,0.0,1831.3057267239028
1996,13,1996-08-25,jordan,barrichello,\N,,suspension,14,0,0.0,1694.009680900523
1996,14,1996-09-08,ferrari,michael_schumacher,1:17:43.632,4663632.0,finished,1,25,1.0,1814.8586338565558
1996,14,1996-09-08,benetton,alesi,+18.265,4681897.0,finished,2,18,1.0,1963.4484403598383
1996,14,1996-09-08,jordan,barrichello,+85.475,4749107.0,finished,5,10,0.0,1677.513061345325
1996,14,1996-09-08,benetton,berger,\N,,hydraulics,18,0,0.0,1822.1426899473415
1996,15,1996-09-22,ferrari,michael_schumacher,+53.765,6076680.0,finished,3,15,1.0,1825.4251144855027
1996,15,1996-09-22,benetton,alesi,+55.109,6078024.0,finished,4,12,1.0,1973.9330395778697
1996,15,1996-09-22,benetton,berger,+93.141,6116056.0,finished,6,8,0.0,1815.65809072931
1996,15,1996-09-22,jordan,barrichello,\N,,spun off,20,0,0.0,1661.4533728900728
1996,16,1996-10-13,ferrari,michael_schumacher,+1.883,5555674.0,finished,2,18,1.0,1836.8177852909516
1996,16,1996-10-13,benetton,berger,+26.526,5580317.0,finished,4,12,1.0,1844.3348285297711
1996,16,1996-10-13,jordan,barrichello,+101.065,5654856.0,finished,9,2,0.0,1648.2651692544234
1996,16,1996-10-13,benetton,alesi,\N,,spun off,19,0,0.0,1949.2563017774087
1997,1,1997-03-09,ferrari,michael_schumacher,+20.046,5448764.0,finished,2,18,1.0,1847.4227186457158
1997,1,1997-03-09,benetton,berger,+22.841,5451559.0,finished,4,12,1.0,1870.4502685576058
1997,1,1997-03-09,stewart,barrichello,\N,,engine,11,0,1.0,1657.9405332474118
1997,1,1997-03-09,benetton,alesi,\N,,fuel,14,0,0.0,1927.140861749574
1997,2,1997-03-30,benetton,berger,+4.190,5771180.0,finished,2,18,1.0,1892.6465313030226
1997,2,1997-03-30,ferrari,michael_schumacher,+33.731,5800721.0,finished,5,10,1.0,1857.362059575415
1997,2,1997-03-30,benetton,alesi,+34.020,5801010.0,finished,6,8,0.0,1908.9445990041572
1997,2,1997-03-30,stewart,barrichello,\N,,suspension,20,0,1.0,1666.9496732960458
1997,3,1997-04-13,benetton,berger,+31.393,6753108.0,finished,6,8,1.0,1911.9316809974864
1997,3,1997-04-13,benetton,alesi,+46.359,6768074.0,finished,7,6,0.0,1893.6594493096934
1997,3,1997-04-13,stewart,barrichello,\N,,hydraulics,18,0,0.0,1641.3876708655641
1997,3,1997-04-13,ferrari,michael_schumacher,\N,,collision,21,0,0.0,1830.7343319875015
1997,4,1997-04-27,ferrari,michael_schumacher,+1.237,5461910.0,finished,2,18,1.0,1840.5462361947175
1997,4,1997-04-27,benetton,alesi,\N,,+1 lap,5,10,1.0,1914.779570470549
1997,4,1997-04-27,stewart,barrichello,\N,,engine,15,0,1.0,1652.274726417936
1997,4,1997-04-27,benetton,berger,\N,,spun off,20,0,0.0,1894.8115598366307
1997,5,1997-05-11,ferrari,michael_schumacher,2:00:05.654,7205654.0,finished,1,25,1.0,1850.0014866065997
1997,5,1997-05-11,stewart,barrichello,+53.306,7258960.0,finished,2,18,1.0,1663.3131511311624
1997,5,1997-05-11,benetton,berger,\N,,+2 laps,9,2,1.0,1916.0352467054092
1997,5,1997-05-11,benetton,alesi,\N,,spun off,14,0,0.0,1897.5558836017706
1997,6,1997-05-25,benetton,alesi,+12.534,5448430.0,finished,3,15,1.0,1918.4386600613086
1997,6,1997-05-25,ferrari,michael_schumacher,+17.979,5453875.0,finished,4,12,1.0,1860.3539253198142
1997,6,1997-05-25,benetton,berger,+1:05.670,5501566.0,finished,10,1,0.0,1899.1524702458712
1997,6,1997-05-25,stewart,barrichello,\N,,engine,18,0,0.0,1640.5455628001837
1997,7,1997-06-15,ferrari,michael_schumacher,1:17:40.646,4660646.0,finished,1,25,1.0,1870.0786949522299
1997,7,1997-06-15,benetton,alesi,+2.565,4663211.0,finished,2,18,1.0,1923.6780265304312
1997,7,1997-06-15,stewart,barrichello,\N,,gearbox,15,0,1.0,1652.1222677089643
1997,8,1997-06-29,ferrari,michael_schumacher,1:38:50.492,5930492.0,finished,1,25,1.0,1877.7671179690346
1997,8,1997-06-29,benetton,alesi,+1:22.735,6013227.0,finished,5,10,1.0,1928.8594910577692
1997,8,1997-06-29,stewart,barrichello,\N,,engine,17,0,1.0,1662.7424013399968
1997,9,1997-07-13,benetton,alesi,+10.205,5291870.0,finished,2,18,1.0,1932.1684440506838
1997,9,1997-07-13,ferrari,michael_schumacher,\N,,wheel,18,0,0.0,1852.587048330062
1997,9,1997-07-13,stewart,barrichello,\N,,engine,19,0,0.0,1640.5549743337178
1997,10,1997-07-27,benetton,berger,1:20:59.046,4859046.0,finished,1,25,1.0,1920.199249831822
1997,10,1997-07-27,ferrari,michael_schumacher,+17.527,4876573.0,finished,2,18,1.0,1863.37327678893
1997,10,1997-07-27,benetton,alesi,+34.717,4893763.0,finished,6,8,0.0,1915.121664464733
1997,10,1997-07-27,stewart,barrichello,\N,,engine,12,0,1.0,1652.7599390279327
1997,11,1997-08-10,ferrari,michael_schumacher,+30.501,6377650.0,finished,4,12,1.0,1872.8948681317875
1997,11,1997-08-10,benetton,berger,+1:16.409,6423558.0,finished,8,4,1.0,1939.8875140231107
1997,11,1997-08-10,benetton,alesi,\N,,+1 lap,11,0,0.0,1899.4334002734442
1997,11,1997-08-10,stewart,barrichello,\N,,engine,19,0,1.0,1663.908223198344
1997,12,1997-08-24,ferrari,michael_schumacher,1:33:46.717,5626717.0,finished,1,25,1.0,1882.2847351741657
1997,12,1997-08-24,benetton,berger,+1:03.741,5690458.0,finished,6,8,1.0,1956.0899720770155
1997,12,1997-08-24,benetton,alesi,+1:42.008,5728725.0,finished,8,4,0.0,1887.2309422195394
1997,12,1997-08-24,stewart,barrichello,\N,,steering,21,0,0.0,1642.1672769882512
1997,13,1997-09-07,benetton,alesi,+1.937,4626546.0,finished,2,18,1.0,1910.363298360359
1997,13,1997-09-07,ferrari,michael_schumacher,+11.481,4636090.0,finished,6,8,1.0,1889.9942910532116
1997,13,1997-09-07,benetton,berger,+12.471,4637080.0,finished,7,6,0.0,1936.957615936196
1997,13,1997-09-07,stewart,barrichello,\N,,+1 lap,13,0,1.0,1654.8459858402766
1997,14,1997-09-21,ferrari,michael_schumacher,+33.410,5289409.0,finished,6,8,1.0,1898.6759217273532
1997,14,1997-09-21,benetton,berger,\N,,+1 lap,10,1,1.0,1955.3303106479611
1997,14,1997-09-21,stewart,barrichello,\N,,spun off,14,0,1.0,1666.3917720921104
1997,14,1997-09-21,benetton,alesi,\N,,collision,20,0,0.0,1895.9906036485938
1997,15,1997-09-28,benetton,alesi,+11.770,5499613.0,finished,2,18,1.0,1917.9724922354078
1997,15,1997-09-28,benetton,berger,+16.416,5504259.0,finished,4,12,0.0,1937.3484220611472
1997,15,1997-09-28,stewart,barrichello,\N,,gearbox,13,0,1.0,1676.9858752818748
1997,15,1997-09-28,ferrari,michael_schumacher,\N,,suspension,18,0,0.0,1872.9623082343883
1997,16,1997-10-12,ferrari,michael_schumacher,1:29:48.446,5388446.0,finished,1,25,1.0,1881.5865084307359
1997,16,1997-10-12,benetton,alesi,+40.403,5428849.0,finished,5,10,1.0,1938.0171732868605
1997,16,1997-10-12,benetton,berger,+1:00.429,5448875.0,finished,8,4,0.0,1921.3037410096945
1997,16,1997-10-12,stewart,barrichello,\N,,spun off,20,0,1.0,1686.7763989609634
1997,17,1997-10-26,benetton,berger,+1.919,5939690.0,finished,4,12,1.0,1942.3285786813017
1997,17,1997-10-26,benetton,alesi,\N,,+1 lap,13,0,0.0,1920.9923356152533
1997,17,1997-10-26,ferrari,michael_schumacher,\N,,collision,18,0,0.0,1855.22287816611
1997,17,1997-10-26,stewart,barrichello,\N,,gearbox,21,0,0.0,1661.8838490517248
1998,1,1998-03-08,sauber,alesi,\N,,engine,11,0,0.0,1895.870457390209
1998,1,1998-03-08,ferrari,michael_schumacher,\N,,engine,17,0,0.0,1831.1705819761821
1998,1,1998-03-08,stewart,barrichello,\N,,gearbox,22,0,0.0,1641.5288574365213
1998,2,1998-03-29,ferrari,michael_schumacher,+1:00.550,5892750.0,finished,3,15,1.0,1844.8938204052927
1998,2,1998-03-29,sauber,alesi,\N,,+1 lap,9,2,1.0,1909.2583989160335
1998,2,1998-03-29,stewart,barrichello,\N,,gearbox,14,0,0.0,1621.6293613177602
1998,3,1998-04-12,ferrari,michael_schumacher,1:48:36.1,6516100.0,finished,1,25,1.0,1856.7265914780232
1998,3,1998-04-12,sauber,alesi,+1:18.286,6594386.0,finished,5,10,1.0,1921.529851984109
1998,3,1998-04-12,stewart,barrichello,\N,,+2 laps,10,1,1.0,1640.3419296499335
1998,4,1998-04-26,ferrari,michael_schumacher,+4.554,5669954.0,finished,2,18,1.0,1867.2755442750884
1998,4,1998-04-26,sauber,alesi,\N,,+1 lap,6,8,1.0,1932.8715625340903
1998,4,1998-04-26,stewart,barrichello,\N,,spun off,22,0,0.0,1623.047123821181
1998,5,1998-05-10,ferrari,michael_schumacher,+47.095,5665395.0,finished,3,15,1.0,1878.8574598916634
1998,5,1998-05-10,stewart,barrichello,\N,,+1 lap,5,10,1.0,1642.0752113597673
1998,5,1998-05-10,sauber,alesi,\N,,+2 laps,10,1,0.0,1908.005026882607
1998,6,1998-05-24,ferrari,michael_schumacher,\N,,+2 laps,10,1,0.0,1853.8715193241871
1998,6,1998-05-24,sauber,alesi,\N,,gearbox,12,0,0.0,1884.9775239591306
1998,6,1998-05-24,stewart,barrichello,\N,,suspension,19,0,0.0,1625.0478960893927
1998,7,1998-06-07,ferrari,michael_schumacher,1:40:57.3,6057300.0,finished,1,25,1.0,1865.6053839518052
1998,7,1998-06-07,stewart,barrichello,+1:21.513,6138813.0,finished,5,10,1.0,1642.5430231467922
1998,7,1998-06-07,sauber,alesi,\N,,collision,20,0,0.0,1866.623344580449
1998,8,1998-06-28,ferrari,michael_schumacher,1:34:45.0,5685000.0,finished,1,25,1.0,1876.2150093121402
1998,8,1998-06-28,sauber,alesi,\N,,+1 lap,7,6,1.0,1883.0660708598707
1998,8,1998-06-28,stewart,barrichello,\N,,+2 laps,10,1,1.0,1661.3214654036528
1998,9,1998-07-12,ferrari,michael_schumacher,1:47:02.4,6422400.0,finished,1,25,1.0,1886.2138072078612
1998,9,1998-07-12,sauber,alesi,\N,,electrical,10,1,1.0,1899.3920131000475
1998,9,1998-07-12,stewart,barrichello,\N,,spun off,13,0,1.0,1676.0824253220221
1998,10,1998-07-26,ferrari,michael_schumacher,+39.092,5483092.0,finished,3,15,1.0,1895.2529442986215
1998,10,1998-07-26,sauber,alesi,\N,,collision,16,0,0.0,1878.09883192685
1998,10,1998-07-26,stewart,barrichello,\N,,brakes,18,0,0.0,1657.3743271583442
1998,11,1998-08-02,ferrari,michael_schumacher,+12.613,4860613.0,finished,5,10,1.0,1904.3652834296115
1998,11,1998-08-02,sauber,alesi,+48.371,4896371.0,finished,10,1,1.0,1895.4829793227502
1998,11,1998-08-02,stewart,barrichello,\N,,gearbox,19,0,1.0,1673.0817491413375
1998,12,1998-08-16,ferrari,michael_schumacher,1:45:26.4,6326400.0,finished,1,25,1.0,1914.0892335397812
1998,12,1998-08-16,sauber,alesi,\N,,+1 lap,7,6,1.0,1910.4999570148852
1998,12,1998-08-16,stewart,barrichello,\N,,gearbox,17,0,0.0,1655.1707621026553
1998,13,1998-08-30,sauber,alesi,+7.240,6234647.0,finished,3,15,1.0,1924.6555806191593
1998,13,1998-08-30,ferrari,michael_schumacher,\N,,collision,10,1,1.0,1923.2769533371627
1998,13,1998-08-30,stewart,barrichello,\N,,collision,19,0,0.0,1639.6289236739674
1998,14,1998-09-13,ferrari,michael_schumacher,1:17:10.3,4630300.0,finished,1,25,1.0,1930.3283469023243
1998,14,1998-09-13,sauber,alesi,+1:01.872,4692172.0,finished,5,10,1.0,1937.563740402024
1998,14,1998-09-13,stewart,barrichello,\N,,+1 lap,10,1,1.0,1660.236211365694
1998,15,1998-09-27,ferrari,michael_schumacher,+2.211,5537000.0,finished,2,18,1.0,1937.1502828559112
1998,15,1998-09-27,sauber,alesi,\N,,+1 lap,10,1,1.0,1949.4363503476584
1998,15,1998-09-27,stewart,barrichello,\N,,+2 laps,11,0,1.0,1676.564850911676
1998,16,1998-11-01,sauber,alesi,+1:36.053,5339453.0,finished,7,6,1.0,1959.8728954198868
1998,16,1998-11-01,ferrari,michael_schumacher,\N,,tyre,14,0,0.0,1909.297618449209
1998,16,1998-11-01,stewart,barrichello,\N,,hydraulics,17,0,1.0,1691.1796619099546
1999,1,1999-03-07,stewart,barrichello,+54.698,5756357.0,finished,5,10,1.0,1716.2852136207666
1999,1,1999-03-07,ferrari,michael_schumacher,\N,,+1 lap,8,4,0.0,1883.9480935855256
1999,1,1999-03-07,sauber,alesi,\N,,gearbox,21,0,0.0,1933.401077375873
1999,2,1999-04-11,ferrari,michael_schumacher,+4.925,5768710.0,finished,2,18,1.0,1894.960712655516
1999,2,1999-04-11,stewart,barrichello,\N,,engine,13,0,1.0,1736.7189740370839
1999,2,1999-04-11,sauber,alesi,\N,,gearbox,17,0,0.0,1908.5519227356453
1999,3,1999-05-02,ferrari,michael_schumacher,1:33:44.792,5624792.0,finished,1,25,1.0,1906.5706242071903
1999,3,1999-05-02,stewart,barrichello,\N,,+1 lap,3,15,1.0,1756.658011528941
1999,3,1999-05-02,sauber,alesi,\N,,+1 lap,6,8,1.0,1919.7398709360436
1999,4,1999-05-16,ferrari,michael_schumacher,1:49:31.812,6571812.0,finished,1,25,1.0,1915.6837822618077
1999,4,1999-05-16,stewart,barrichello,\N,,spun off,9,2,1.0,1774.654631766298
1999,4,1999-05-16,sauber,alesi,\N,,suspension,11,0,1.0,1928.1723442064956
1999,5,1999-05-30,ferrari,michael_schumacher,+10.845,5664510.0,finished,3,15,1.0,1924.1279850456974
1999,5,1999-05-30,sauber,alesi,\N,,transmission,18,0,0.0,1904.1122782983011
1999,5,1999-05-30,stewart,barrichello,\N,,disqualified,22,0,0.0,1756.7562380866227
1999,6,1999-06-13,ferrari,michael_schumacher,\N,,spun off,15,0,0.0,1897.8690760307463
1999,6,1999-06-13,stewart,barrichello,\N,,steering,18,0,0.0,1739.226134863642
1999,6,1999-06-13,sauber,alesi,\N,,collision,20,0,0.0,1880.232531992692
1999,7,1999-06-27,stewart,barrichello,+43.432,7147775.0,finished,3,15,1.0,1760.0888890884385
1999,7,1999-06-27,ferrari,michael_schumacher,+47.881,7152224.0,finished,5,10,1.0,1908.1637947675385
1999,7,1999-06-27,sauber,alesi,\N,,spun off,18,0,1.0,1892.9828936401666
1999,8,1999-07-11,stewart,barrichello,+1:08.590,5618734.0,finished,8,4,1.0,1778.6400289408039
1999,8,1999-07-11,sauber,alesi,\N,,+1 lap,14,0,0.0,1870.5887627682257
1999,8,1999-07-11,ferrari,michael_schumacher,\N,,brakes,22,0,0.0,1883.4922013021192
1999,9,1999-07-25,stewart,barrichello,\N,,engine,16,0,0.0,1761.2087380311089
1999,9,1999-07-25,sauber,alesi,\N,,out of fuel,17,0,0.0,1850.8816342545344
1999,10,1999-08-01,sauber,alesi,+1:11.291,4989885.0,finished,8,4,1.0,1869.7734582057024
1999,10,1999-08-01,stewart,barrichello,\N,,hydraulics,20,0,0.0,1746.111319469627
1999,11,1999-08-15,stewart,barrichello,+43.808,6427344.0,finished,5,10,1.0,1767.110513740061
1999,11,1999-08-15,sauber,alesi,\N,,fuel pressure,16,0,1.0,1884.6305003292796
1999,12,1999-08-29,sauber,alesi,+1:13.848,5216905.0,finished,9,2,1.0,1900.0031532479932
1999,12,1999-08-29,stewart,barrichello,+1:20.742,5223799.0,finished,10,1,1.0,1785.7808961492467
1999,13,1999-09-12,stewart,barrichello,+17.630,4640553.0,finished,4,12,1.0,1802.4503993970711
1999,13,1999-09-12,sauber,alesi,+42.198,4665121.0,finished,9,2,1.0,1913.9192889159929
1999,14,1999-09-26,stewart,barrichello,+22.866,6137180.0,finished,3,15,0.0,1782.94286254499
1999,14,1999-09-26,sauber,alesi,\N,,halfshaft,17,0,1.0,1924.6289651448665
1999,15,1999-10-17,ferrari,michael_schumacher,+1.040,5799534.0,finished,2,18,0.0,1866.9651787608168
1999,15,1999-10-17,stewart,barrichello,+32.296,5830790.0,finished,5,10,0.0,1766.2420243559113
1999,15,1999-10-17,sauber,alesi,+54.408,5852902.0,finished,7,6,1.0,1936.5173525906673
1999,16,1999-10-31,ferrari,michael_schumacher,+5.015,5483800.0,finished,2,18,1.0,1885.2067061629984
1999,16,1999-10-31,sauber,alesi,\N,,+1 lap,6,8,1.0,1947.5385478004587
1999,16,1999-10-31,stewart,barrichello,\N,,+1 lap,8,4,0.0,1751.598442897196
2000,1,2000-03-12,ferrari,michael_schumacher,1:34:01.987,5641987.0,finished,1,25,1.0,1895.9790421934138
2000,1,2000-03-12,ferrari,barrichello,+11.415,5653402.0,finished,2,18,0.0,1744.8261068667807
2000,1,2000-03-12,williams,button,\N,,engine,11,0,0.0,1492.2671815372626
2000,1,2000-03-12,prost,alesi,\N,,hydraulics,16,0,0.0,1916.537581351847
2000,2,2000-03-26,ferrari,michael_schumacher,1:31:35.271,5495271.0,finished,1,25,1.0,1907.6155717030363
2000,2,2000-03-26,williams,button,\N,,+1 lap,6,8,0.0,1487.1542059999397
2000,2,2000-03-26,ferrari,barrichello,\N,,hydraulics,15,0,0.0,1737.1895773571582
2000,2,2000-03-26,prost,alesi,\N,,electrical,18,0,1.0,1920.1621346246282
2000,3,2000-04-09,ferrari,michael_schumacher,1:31:39.776,5499776.0,finished,1,25,1.0,1917.1282053778264
2000,3,2000-04-09,ferrari,barrichello,+1:29.276,5589052.0,finished,4,12,0.0,1731.6769436823681
2000,3,2000-04-09,prost,alesi,\N,,hydraulics,18,0,1.0,1923.748659809931
2000,3,2000-04-09,williams,button,\N,,engine,20,0,0.0,1482.8354773908047
2000,4,2000-04-23,ferrari,michael_schumacher,+19.917,5350025.0,finished,3,15,1.0,1927.3403822282655
2000,4,2000-04-23,williams,button,+57.759,5387867.0,finished,5,10,0.0,1478.8124145056258
2000,4,2000-04-23,prost,alesi,\N,,+1 lap,10,1,1.0,1929.2988625469848
2000,4,2000-04-23,ferrari,barrichello,\N,,hydraulics,20,0,0.0,1725.464766831929
2000,5,2000-05-07,ferrari,barrichello,+29.112,5664502.0,finished,3,15,1.0,1754.2594758714256
2000,5,2000-05-07,ferrari,michael_schumacher,+47.983,5683373.0,finished,5,10,0.0,1902.545673188769
2000,5,2000-05-07,williams,button,\N,,engine,17,0,0.0,1473.399767818592
2000,5,2000-05-07,prost,alesi,\N,,collision,20,0,0.0,1900.770625287329
2000,6,2000-05-21,ferrari,michael_schumacher,1:42:00.307,6120307.0,finished,1,25,1.0,1913.0135687113223
2000,6,2000-05-21,ferrari,barrichello,\N,,+1 lap,4,12,0.0,1747.7915803488722
2000,6,2000-05-21,prost,alesi,\N,,+2 laps,9,2,1.0,
2000,6,2000-05-21,williams,button,\N,,electrical,10,1,1.0,1504.4797631682293
2000,7,2000-06-04,ferrari,barrichello,+15.889,6584102.0,finished,2,18,1.0,1776.7650752912155
2000,7,2000-06-04,ferrari,michael_schumacher,\N,,suspension,12,0,0.0,1888.040073768979
2000,7,2000-06-04,prost,alesi,\N,,transmission,17,0,0.0,1871.0592785219158
2000,7,2000-06-04,williams,button,\N,,engine,21,0,0.0,1499.4035920784377
2000,8,2000-06-18,ferrari,michael_schumacher,1:41:12.313,6072313.0,finished,1,25,1.0,1899.9202270421804
2000,8,2000-06-18,ferrari,barrichello,+0.174,6072487.0,finished,2,18,0.0,1768.884922018014
2000,8,2000-06-18,williams,button,\N,,+1 lap,11,0,1.0,1526.9079333394827
2000,8,2000-06-18,prost,alesi,\N,,electrical,19,0,1.0,1876.6232598974486
2000,9,2000-07-02,ferrari,barrichello,+32.409,5917947.0,finished,3,15,1.0,1796.314819194459
2000,9,2000-07-02,williams,button,\N,,+1 lap,8,4,0.0,1519.294158617355
2000,9,2000-07-02,prost,alesi,\N,,+2 laps,14,0,0.0,1850.0176235853262
2000,9,2000-07-02,ferrari,michael_schumacher,\N,,engine,16,0,0.0,1876.4903298657355
2000,10,2000-07-16,ferrari,barrichello,+30.795,5326613.0,finished,3,15,1.0,1821.0880911152876
2000,10,2000-07-16,williams,button,\N,,+1 lap,5,10,1.0,1547.4442448544853
2000,10,2000-07-16,prost,alesi,\N,,collision,16,0,0.0,1824.992465117092
2000,10,2000-07-16,ferrari,michael_schumacher,\N,,collision,20,0,0.0,1855.7170579449069
2000,11,2000-07-30,ferrari,barrichello,1:25:34.418,5134418.0,finished,1,25,1.0,1843.2019587553643
2000,11,2000-07-30,williams,button,+22.685,5157103.0,finished,4,12,1.0,1571.6510068084276
